2008,1,30,3,1155,1155,1751,1758,UA,114,N830UA,236,243,206,-7,0,LAX,ORD,1745,10,20,0,CancellationCode,0,NA,NA,NA,NA,NA
2008,1,31,4,1757,1155,2400,1758,UA,114,N845UA,243,243,217,362,362,LAX,ORD,1745,11,15,0,,0,0,0,362,0,0
2008,1,7,1,1000,1005,1147,1115,UA,115,N658UA,167,130,93,32,-5,IAD,ORD,589,7,67,0,,0,0,0,32,0,0
2008,1,8,2,1000,1005,1117,1115,UA,115,N671UA,137,130,99,2,-5,IAD,ORD,589,9,29,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,959,1005,1114,1115,UA,115,N667UA,135,130,98,-1,-6,IAD,ORD,589,6,31,0,,0,NA,NA,NA,NA,NA
2008,1,10,4,1009,1005,1104,1115,UA,115,N211UA,115,130,88,-11,4,IAD,ORD,589,16,11,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,1003,1005,1105,1115,UA,115,N656UA,122,130,96,-10,-2,IAD,ORD,589,8,18,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,1002,1000,1054,1110,UA,115,N657UA,112,130,93,-16,2,IAD,ORD,589,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,13,7,958,1000,1051,1110,UA,115,N655UA,113,130,94,-19,-2,IAD,ORD,589,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,959,1005,1052,1115,UA,115,N657UA,113,130,94,-23,-6,IAD,ORD,589,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,958,1005,1050,1115,UA,115,N660UA,112,130,89,-25,-7,IAD,ORD,589,9,14,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,NA,1005,NA,1115,UA,115,N690SW,NA,130,NA,NA,NA,IAD,ORD,589,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,17,4,959,1005,1155,1115,UA,115,N658UA,176,130,112,40,-6,IAD,ORD,589,7,57,0,,0,0,0,40,0,0
2008,1,18,5,958,1005,1123,1115,UA,115,N542UA,145,130,112,8,-7,IAD,ORD,589,5,28,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,958,1000,1109,1110,UA,115,N649UA,131,130,103,-1,-2,IAD,ORD,589,10,18,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1027,1000,1134,1110,UA,115,N655UA,127,130,97,24,27,IAD,ORD,589,8,22,0,,0,24,0,0,0,0
2008,1,21,1,1222,1005,1335,1115,UA,115,N660UA,133,130,116,140,137,IAD,ORD,589,4,13,0,,0,137,0,3,0,0
2008,1,22,2,956,1005,1115,1115,UA,115,N661UA,139,130,102,0,-9,IAD,ORD,589,10,27,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,NA,1005,NA,1115,UA,115,N778SW,NA,130,NA,NA,NA,IAD,ORD,589,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,24,4,958,1005,1054,1115,UA,115,N661UA,116,130,94,-21,-7,IAD,ORD,589,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,25,5,NA,1005,NA,1115,UA,115,N643SW,NA,130,NA,NA,NA,IAD,ORD,589,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,26,6,954,1000,1103,1110,UA,115,N648UA,129,130,104,-7,-6,IAD,ORD,589,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,27,7,954,1000,1050,1110,UA,115,N641UA,116,130,94,-20,-6,IAD,ORD,589,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,28,1,959,1005,1128,1115,UA,115,N654UA,149,130,110,13,-6,IAD,ORD,589,5,34,0,,0,NA,NA,NA,NA,NA
2008,1,29,2,1001,1005,1206,1115,UA,115,N663UA,185,130,117,51,-4,IAD,ORD,589,6,62,0,,0,0,0,51,0,0
2008,1,30,3,1003,1005,1107,1115,UA,115,N652UA,124,130,101,-8,-2,IAD,ORD,589,8,15,0,,0,NA,NA,NA,NA,NA
2008,1,31,4,957,1005,1145,1115,UA,115,N651UA,168,130,128,30,-8,IAD,ORD,589,7,33,0,,0,0,0,30,0,0
2008,1,1,2,702,700,848,851,UA,115,N315UA,106,111,89,-3,2,PDX,SFO,550,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,820,700,1009,851,UA,115,N332UA,109,111,93,78,80,PDX,SFO,550,5,11,0,,0,78,0,0,0,0
2008,1,3,4,653,700,856,851,UA,115,N342UA,123,111,101,5,-7,PDX,SFO,550,6,16,0,,0,NA,NA,NA,NA,NA
